,Text,Source,label
408,CONFINEMENT 30 DAYS @ 100 % / COURT COSTS,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT 30 DAYS @ 100 % / COURT COSTS', 'labels': ['CONFINEMENT']}, {'start': 12, 'end': 27, 'text': 'CONFINEMENT 30 DAYS @ 100 % / COURT COSTS', 'labels': ['CONFINEMENT_DURATION']}]"
273,"GUILTY : $50 - F , 11 / 29 SUSP TO 20 DAYS",TN,"[{'start': 27, 'end': 34, 'text': 'GUILTY : $50 - F , 11 / 29 SUSP TO 20 DAYS', 'labels': ['CONFINEMENT']}, {'start': 35, 'end': 42, 'text': 'GUILTY : $50 - F , 11 / 29 SUSP TO 20 DAYS', 'labels': ['CONFINEMENT_DURATION']}, {'start': 19, 'end': 26, 'text': 'GUILTY : $50 - F , 11 / 29 SUSP TO 20 DAYS', 'labels': ['CONFINEMENT_DURATION']}]"
399,CONFINEMENT OR FINE - 18 MONTHS DEPT OF CORRECTIONS,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT OR FINE - 18 MONTHS DEPT OF CORRECTIONS', 'labels': ['CONFINEMENT']}, {'start': 22, 'end': 31, 'text': 'CONFINEMENT OR FINE - 18 MONTHS DEPT OF CORRECTIONS', 'labels': ['CONFINEMENT_DURATION']}]"
295,CONFINEMENT OR FINE - 4 HOURS,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT OR FINE - 4 HOURS', 'labels': ['CONFINEMENT']}, {'start': 22, 'end': 29, 'text': 'CONFINEMENT OR FINE - 4 HOURS', 'labels': ['CONFINEMENT_DURATION']}]"
353,CONFINEMENT - 5 DAYS,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT - 5 DAYS', 'labels': ['CONFINEMENT']}, {'start': 14, 'end': 20, 'text': 'CONFINEMENT - 5 DAYS', 'labels': ['CONFINEMENT_DURATION']}]"
312,CONFINEMENT OR FINE - 90 DAYS / 11 / 29 SUSPENEDED,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT OR FINE - 90 DAYS / 11 / 29 SUSPENEDED', 'labels': ['CONFINEMENT']}, {'start': 22, 'end': 29, 'text': 'CONFINEMENT OR FINE - 90 DAYS / 11 / 29 SUSPENEDED', 'labels': ['CONFINEMENT_DURATION']}]"
286,CONFINEMENT - 11 / 29 - 9 MOS / FINE - $50 / CC,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT - 11 / 29 - 9 MOS / FINE - $50 / CC', 'labels': ['CONFINEMENT']}, {'start': 14, 'end': 29, 'text': 'CONFINEMENT - 11 / 29 - 9 MOS / FINE - $50 / CC', 'labels': ['CONFINEMENT_DURATION']}]"
314,CONFINEMENT OR FINE - 30 DAYS,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT OR FINE - 30 DAYS', 'labels': ['CONFINEMENT']}, {'start': 22, 'end': 29, 'text': 'CONFINEMENT OR FINE - 30 DAYS', 'labels': ['CONFINEMENT_DURATION']}]"
420,6 MONTHS / PROBATION - 6 MONTHS / $100,TN,"[{'start': 11, 'end': 20, 'text': '6 MONTHS / PROBATION - 6 MONTHS / $100', 'labels': ['PROBATION']}, {'start': 23, 'end': 31, 'text': '6 MONTHS / PROBATION - 6 MONTHS / $100', 'labels': ['PROBATION_DURATION']}, {'start': 0, 'end': 8, 'text': '6 MONTHS / PROBATION - 6 MONTHS / $100', 'labels': ['CONFINEMENT_DURATION']}]"
415,CONFINEMENT - 30 DAYS,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT - 30 DAYS', 'labels': ['CONFINEMENT']}, {'start': 14, 'end': 21, 'text': 'CONFINEMENT - 30 DAYS', 'labels': ['CONFINEMENT_DURATION']}]"
316,CONFINEMENT - 1 - 2 YEARS,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT - 1 - 2 YEARS', 'labels': ['CONFINEMENT']}, {'start': 14, 'end': 25, 'text': 'CONFINEMENT - 1 - 2 YEARS', 'labels': ['CONFINEMENT_DURATION']}]"
362,CONFINEMENT - 50 DAYS CONC,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT - 50 DAYS CONC', 'labels': ['CONFINEMENT']}, {'start': 14, 'end': 21, 'text': 'CONFINEMENT - 50 DAYS CONC', 'labels': ['CONFINEMENT_DURATION']}]"
352,CONFINEMENT OR FINE - $750 - 30 DAYS AT 75 %,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT OR FINE - $750 - 30 DAYS AT 75 %', 'labels': ['CONFINEMENT']}, {'start': 29, 'end': 44, 'text': 'CONFINEMENT OR FINE - $750 - 30 DAYS AT 75 %', 'labels': ['CONFINEMENT_DURATION']}]"
298,CONFINEMENT 10 DAYS,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT 10 DAYS', 'labels': ['CONFINEMENT']}, {'start': 12, 'end': 19, 'text': 'CONFINEMENT 10 DAYS', 'labels': ['CONFINEMENT_DURATION']}]"
336,CONFINEMENT - 1 YEAR,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT - 1 YEAR', 'labels': ['CONFINEMENT']}, {'start': 14, 'end': 20, 'text': 'CONFINEMENT - 1 YEAR', 'labels': ['CONFINEMENT_DURATION']}]"
304,CONFINEMENT - 6 MONTHS / $100,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT - 6 MONTHS / $100', 'labels': ['CONFINEMENT']}, {'start': 14, 'end': 22, 'text': 'CONFINEMENT - 6 MONTHS / $100', 'labels': ['CONFINEMENT_DURATION']}]"
385,CONFINEMENT OR FINE - SERVE 7 DAYS REST OF 11 / 29 SUSPENDED / $50 FINE AND COURT COSTS,TN,"[{'start': 28, 'end': 34, 'text': 'CONFINEMENT OR FINE - SERVE 7 DAYS REST OF 11 / 29 SUSPENDED / $50 FINE AND COURT COSTS', 'labels': ['CONFINEMENT_DURATION']}, {'start': 43, 'end': 50, 'text': 'CONFINEMENT OR FINE - SERVE 7 DAYS REST OF 11 / 29 SUSPENDED / $50 FINE AND COURT COSTS', 'labels': ['CONFINEMENT_DURATION']}, {'start': 51, 'end': 60, 'text': 'CONFINEMENT OR FINE - SERVE 7 DAYS REST OF 11 / 29 SUSPENDED / $50 FINE AND COURT COSTS', 'labels': ['CONFINEMENT']}, {'start': 22, 'end': 27, 'text': 'CONFINEMENT OR FINE - SERVE 7 DAYS REST OF 11 / 29 SUSPENDED / $50 FINE AND COURT COSTS', 'labels': ['CONFINEMENT']}, {'start': 0, 'end': 11, 'text': 'CONFINEMENT OR FINE - SERVE 7 DAYS REST OF 11 / 29 SUSPENDED / $50 FINE AND COURT COSTS', 'labels': ['CONFINEMENT']}]"
272,CONFINEMENT OR FINE - 11 / 29 AT 50 % / REV LIC 2YR,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT OR FINE - 11 / 29 AT 50 % / REV LIC 2YR', 'labels': ['CONFINEMENT']}, {'start': 22, 'end': 37, 'text': 'CONFINEMENT OR FINE - 11 / 29 AT 50 % / REV LIC 2YR', 'labels': ['CONFINEMENT_DURATION']}]"
278,CONFINEMENT OR FINE - 6 YEARS - TDOC,TN,"[{'start': 22, 'end': 29, 'text': 'CONFINEMENT OR FINE - 6 YEARS - TDOC', 'labels': ['CONFINEMENT_DURATION']}, {'start': 0, 'end': 11, 'text': 'CONFINEMENT OR FINE - 6 YEARS - TDOC', 'labels': ['CONFINEMENT']}]"
290,11 / 29 SUSPENDED EXCEPT 30 DAYS / 1 YEAR PROBATION / $425.25,TN,"[{'start': 0, 'end': 7, 'text': '11 / 29 SUSPENDED EXCEPT 30 DAYS / 1 YEAR PROBATION / $425.25', 'labels': ['CONFINEMENT_DURATION']}, {'start': 8, 'end': 24, 'text': '11 / 29 SUSPENDED EXCEPT 30 DAYS / 1 YEAR PROBATION / $425.25', 'labels': ['CONFINEMENT']}, {'start': 25, 'end': 32, 'text': '11 / 29 SUSPENDED EXCEPT 30 DAYS / 1 YEAR PROBATION / $425.25', 'labels': ['CONFINEMENT_DURATION']}, {'start': 42, 'end': 51, 'text': '11 / 29 SUSPENDED EXCEPT 30 DAYS / 1 YEAR PROBATION / $425.25', 'labels': ['PROBATION']}, {'start': 35, 'end': 41, 'text': '11 / 29 SUSPENDED EXCEPT 30 DAYS / 1 YEAR PROBATION / $425.25', 'labels': ['PROBATION_DURATION']}]"
345,48 HRS CONFINEMENT AND $50,TN,"[{'start': 7, 'end': 18, 'text': '48 HRS CONFINEMENT AND $50', 'labels': ['CONFINEMENT']}, {'start': 0, 'end': 6, 'text': '48 HRS CONFINEMENT AND $50', 'labels': ['CONFINEMENT_DURATION']}]"
291,11MO 29DAYS SUSP TO 4 DAYS,TN,"[{'start': 12, 'end': 19, 'text': '11MO 29DAYS SUSP TO 4 DAYS', 'labels': ['CONFINEMENT']}, {'start': 20, 'end': 26, 'text': '11MO 29DAYS SUSP TO 4 DAYS', 'labels': ['CONFINEMENT_DURATION']}, {'start': 0, 'end': 11, 'text': '11MO 29DAYS SUSP TO 4 DAYS', 'labels': ['CONFINEMENT_DURATION']}]"
355,CONFINEMENT - 15 DAYS - 15 DAYS,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT - 15 DAYS - 15 DAYS', 'labels': ['CONFINEMENT']}, {'start': 14, 'end': 31, 'text': 'CONFINEMENT - 15 DAYS - 15 DAYS', 'labels': ['CONFINEMENT_DURATION']}]"
334,"30 DAYS , $50 FINE , MAKE RESTITUTION",TN,"[{'start': 0, 'end': 7, 'text': '30 DAYS , $50 FINE , MAKE RESTITUTION', 'labels': ['CONFINEMENT_DURATION']}]"
305,CONFINEMENT - 2 YEARS 30 % / RESTITUTION,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT - 2 YEARS 30 % / RESTITUTION', 'labels': ['CONFINEMENT']}, {'start': 14, 'end': 26, 'text': 'CONFINEMENT - 2 YEARS 30 % / RESTITUTION', 'labels': ['CONFINEMENT_DURATION']}]"
361,"GUILTY PLEA - 15 YRS @ 35 % EA CT CONC / $2 , 000 EA CT",TN,"[{'start': 14, 'end': 27, 'text': 'GUILTY PLEA - 15 YRS @ 35 % EA CT CONC / $2 , 000 EA CT', 'labels': ['CONFINEMENT_DURATION']}]"
294,CONFINEMENT - 3 YEARS,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT - 3 YEARS', 'labels': ['CONFINEMENT']}, {'start': 14, 'end': 21, 'text': 'CONFINEMENT - 3 YEARS', 'labels': ['CONFINEMENT_DURATION']}]"
315,CONFINEMENT OR FINE - 11 / 29 SUSP TO 10 DAYS / FINED AND COSTS,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT OR FINE - 11 / 29 SUSP TO 10 DAYS / FINED AND COSTS', 'labels': ['CONFINEMENT']}, {'start': 22, 'end': 29, 'text': 'CONFINEMENT OR FINE - 11 / 29 SUSP TO 10 DAYS / FINED AND COSTS', 'labels': ['CONFINEMENT_DURATION']}, {'start': 30, 'end': 37, 'text': 'CONFINEMENT OR FINE - 11 / 29 SUSP TO 10 DAYS / FINED AND COSTS', 'labels': ['CONFINEMENT']}, {'start': 38, 'end': 45, 'text': 'CONFINEMENT OR FINE - 11 / 29 SUSP TO 10 DAYS / FINED AND COSTS', 'labels': ['CONFINEMENT_DURATION']}]"
342,5 YRS ( J ),TN,"[{'start': 0, 'end': 5, 'text': '5 YRS ( J )', 'labels': ['CONFINEMENT_DURATION']}, {'start': 6, 'end': 11, 'text': '5 YRS ( J )', 'labels': ['CONFINEMENT']}]"
309,CONFINEMENT OR FINE - 6 MONTHS,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT OR FINE - 6 MONTHS', 'labels': ['CONFINEMENT']}, {'start': 22, 'end': 30, 'text': 'CONFINEMENT OR FINE - 6 MONTHS', 'labels': ['CONFINEMENT_DURATION']}]"
396,CONFINEMENT - 5 DAYS MITT / FINE - $50,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT - 5 DAYS MITT / FINE - $50', 'labels': ['CONFINEMENT']}, {'start': 14, 'end': 20, 'text': 'CONFINEMENT - 5 DAYS MITT / FINE - $50', 'labels': ['CONFINEMENT_DURATION']}]"
317,$353.75 - 30 / 28 JAIL - 11 / 29 PROB - REV DL 1 YR,TN,"[{'start': 33, 'end': 37, 'text': '$353.75 - 30 / 28 JAIL - 11 / 29 PROB - REV DL 1 YR', 'labels': ['PROBATION']}, {'start': 25, 'end': 32, 'text': '$353.75 - 30 / 28 JAIL - 11 / 29 PROB - REV DL 1 YR', 'labels': ['PROBATION_DURATION']}, {'start': 18, 'end': 22, 'text': '$353.75 - 30 / 28 JAIL - 11 / 29 PROB - REV DL 1 YR', 'labels': ['CONFINEMENT']}, {'start': 10, 'end': 17, 'text': '$353.75 - 30 / 28 JAIL - 11 / 29 PROB - REV DL 1 YR', 'labels': ['CONFINEMENT_DURATION']}]"
406,CONFINEMENT OR FINE - 6 MONTHS SERVE,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT OR FINE - 6 MONTHS SERVE', 'labels': ['CONFINEMENT']}, {'start': 22, 'end': 30, 'text': 'CONFINEMENT OR FINE - 6 MONTHS SERVE', 'labels': ['CONFINEMENT_DURATION']}, {'start': 4, 'end': 5, 'text': 'CONFINEMENT OR FINE - 6 MONTHS SERVE', 'labels': ['CONFINEMENT']}, {'start': 31, 'end': 36, 'text': 'CONFINEMENT OR FINE - 6 MONTHS SERVE', 'labels': ['CONFINEMENT']}]"
354,CONFINEMENT 2 DAYS / PROBATION 11 - 29 / FINE $350 AND COSTS $188,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT 2 DAYS / PROBATION 11 - 29 / FINE $350 AND COSTS $188', 'labels': ['CONFINEMENT']}, {'start': 12, 'end': 18, 'text': 'CONFINEMENT 2 DAYS / PROBATION 11 - 29 / FINE $350 AND COSTS $188', 'labels': ['CONFINEMENT_DURATION']}, {'start': 21, 'end': 30, 'text': 'CONFINEMENT 2 DAYS / PROBATION 11 - 29 / FINE $350 AND COSTS $188', 'labels': ['PROBATION']}, {'start': 31, 'end': 38, 'text': 'CONFINEMENT 2 DAYS / PROBATION 11 - 29 / FINE $350 AND COSTS $188', 'labels': ['PROBATION_DURATION']}]"
348,CONFINEMENT - 30 DAYS,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT - 30 DAYS', 'labels': ['CONFINEMENT']}, {'start': 14, 'end': 21, 'text': 'CONFINEMENT - 30 DAYS', 'labels': ['CONFINEMENT_DURATION']}]"
410,CONFINEMENT OR FINE - 9 MONTHS,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT OR FINE - 9 MONTHS', 'labels': ['CONFINEMENT']}, {'start': 22, 'end': 30, 'text': 'CONFINEMENT OR FINE - 9 MONTHS', 'labels': ['CONFINEMENT_DURATION']}]"
325,CONFINEMENT OR FINE - 45 DAYS,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT OR FINE - 45 DAYS', 'labels': ['CONFINEMENT']}, {'start': 22, 'end': 29, 'text': 'CONFINEMENT OR FINE - 45 DAYS', 'labels': ['CONFINEMENT_DURATION']}]"
350,CONFINEMENT OR FINE - 11 - 29 SUSP TO 48 HRS - $250 FINE,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT OR FINE - 11 - 29 SUSP TO 48 HRS - $250 FINE', 'labels': ['CONFINEMENT']}, {'start': 30, 'end': 37, 'text': 'CONFINEMENT OR FINE - 11 - 29 SUSP TO 48 HRS - $250 FINE', 'labels': ['CONFINEMENT']}, {'start': 22, 'end': 29, 'text': 'CONFINEMENT OR FINE - 11 - 29 SUSP TO 48 HRS - $250 FINE', 'labels': ['CONFINEMENT_DURATION']}, {'start': 38, 'end': 44, 'text': 'CONFINEMENT OR FINE - 11 - 29 SUSP TO 48 HRS - $250 FINE', 'labels': ['CONFINEMENT_DURATION']}]"
302,CONFINEMENT - 6 YEARS TDOC TO RUN CONCURRENT W / THEFT,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT - 6 YEARS TDOC TO RUN CONCURRENT W / THEFT', 'labels': ['CONFINEMENT']}, {'start': 14, 'end': 21, 'text': 'CONFINEMENT - 6 YEARS TDOC TO RUN CONCURRENT W / THEFT', 'labels': ['CONFINEMENT_DURATION']}]"
284,CONFINEMENT OR FINE - 3 YEARS DOC,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT OR FINE - 3 YEARS DOC', 'labels': ['CONFINEMENT']}, {'start': 22, 'end': 29, 'text': 'CONFINEMENT OR FINE - 3 YEARS DOC', 'labels': ['CONFINEMENT_DURATION']}]"
283,30 DYS,TN,"[{'start': 0, 'end': 6, 'text': '30 DYS', 'labels': ['CONFINEMENT_DURATION']}]"
404,CONFINEMENT - 5 YEARS,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT - 5 YEARS', 'labels': ['CONFINEMENT']}, {'start': 14, 'end': 21, 'text': 'CONFINEMENT - 5 YEARS', 'labels': ['CONFINEMENT_DURATION']}]"
281,6 MOS . SUSPENDED,TN,"[{'start': 0, 'end': 5, 'text': '6 MOS . SUSPENDED', 'labels': ['CONFINEMENT_DURATION']}, {'start': 8, 'end': 17, 'text': '6 MOS . SUSPENDED', 'labels': ['CONFINEMENT']}]"
400,2 YEAR SUSP TO TIME SERVED FULL REST $300 / CST,TN,"[{'start': 15, 'end': 26, 'text': '2 YEAR SUSP TO TIME SERVED FULL REST $300 / CST', 'labels': ['CONFINEMENT_DURATION']}, {'start': 0, 'end': 6, 'text': '2 YEAR SUSP TO TIME SERVED FULL REST $300 / CST', 'labels': ['CONFINEMENT_DURATION']}, {'start': 7, 'end': 14, 'text': '2 YEAR SUSP TO TIME SERVED FULL REST $300 / CST', 'labels': ['CONFINEMENT']}]"
392,CONFIN & FINE - $250 - 11 / 29 SUS EXC 48HRS - DL REV 1YR,TN,"[{'start': 0, 'end': 6, 'text': 'CONFIN & FINE - $250 - 11 / 29 SUS EXC 48HRS - DL REV 1YR', 'labels': ['CONFINEMENT']}, {'start': 23, 'end': 30, 'text': 'CONFIN & FINE - $250 - 11 / 29 SUS EXC 48HRS - DL REV 1YR', 'labels': ['CONFINEMENT_DURATION']}, {'start': 39, 'end': 44, 'text': 'CONFIN & FINE - $250 - 11 / 29 SUS EXC 48HRS - DL REV 1YR', 'labels': ['CONFINEMENT_DURATION']}, {'start': 31, 'end': 38, 'text': 'CONFIN & FINE - $250 - 11 / 29 SUS EXC 48HRS - DL REV 1YR', 'labels': ['CONFINEMENT']}]"
275,CONFINEMENT - 1 YEAR,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT - 1 YEAR', 'labels': ['CONFINEMENT']}, {'start': 14, 'end': 20, 'text': 'CONFINEMENT - 1 YEAR', 'labels': ['CONFINEMENT_DURATION']}]"
338,CONFINEMENT OR FINE - 2 YEARS,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT OR FINE - 2 YEARS', 'labels': ['CONFINEMENT']}, {'start': 22, 'end': 29, 'text': 'CONFINEMENT OR FINE - 2 YEARS', 'labels': ['CONFINEMENT_DURATION']}]"
356,"CONFINEMENT OR FINE - 9 YEARS AT 30 % TO SERVE CONSECUTIVE TO CA PAROLE VIOLATION , DNA TESTING",TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT OR FINE - 9 YEARS AT 30 % TO SERVE CONSECUTIVE TO CA PAROLE VIOLATION , DNA TESTING', 'labels': ['CONFINEMENT']}, {'start': 22, 'end': 37, 'text': 'CONFINEMENT OR FINE - 9 YEARS AT 30 % TO SERVE CONSECUTIVE TO CA PAROLE VIOLATION , DNA TESTING', 'labels': ['CONFINEMENT_DURATION']}]"
368,4 YRS PROB,TN,"[{'start': 6, 'end': 10, 'text': '4 YRS PROB', 'labels': ['PROBATION']}, {'start': 0, 'end': 5, 'text': '4 YRS PROB', 'labels': ['PROBATION_DURATION']}]"
300,"CONFINEMENT OR FINE - 48 HOURS , 250.00 DOL . FINE",TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT OR FINE - 48 HOURS , 250.00 DOL . FINE', 'labels': ['CONFINEMENT']}, {'start': 22, 'end': 30, 'text': 'CONFINEMENT OR FINE - 48 HOURS , 250.00 DOL . FINE', 'labels': ['CONFINEMENT_DURATION']}]"
324,CONFINEMENT - 3 YRS,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT - 3 YRS', 'labels': ['CONFINEMENT']}, {'start': 14, 'end': 19, 'text': 'CONFINEMENT - 3 YRS', 'labels': ['CONFINEMENT_DURATION']}]"
288,CONFINEMENT OR FINE - 4 MONTHS / $50,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT OR FINE - 4 MONTHS / $50', 'labels': ['CONFINEMENT']}, {'start': 22, 'end': 30, 'text': 'CONFINEMENT OR FINE - 4 MONTHS / $50', 'labels': ['CONFINEMENT_DURATION']}]"
393,CONFINEMENT - 20 DAYS / $50,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT - 20 DAYS / $50', 'labels': ['CONFINEMENT']}, {'start': 14, 'end': 21, 'text': 'CONFINEMENT - 20 DAYS / $50', 'labels': ['CONFINEMENT_DURATION']}]"
337,CONFINEMENT - 30 DAYS,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT - 30 DAYS', 'labels': ['CONFINEMENT']}, {'start': 14, 'end': 21, 'text': 'CONFINEMENT - 30 DAYS', 'labels': ['CONFINEMENT_DURATION']}]"
347,CONFINEMENT - 5 YEARS,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT - 5 YEARS', 'labels': ['CONFINEMENT']}, {'start': 14, 'end': 21, 'text': 'CONFINEMENT - 5 YEARS', 'labels': ['CONFINEMENT_DURATION']}]"
306,CONFINEMENT - 48 HOURS,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT - 48 HOURS', 'labels': ['CONFINEMENT']}, {'start': 14, 'end': 22, 'text': 'CONFINEMENT - 48 HOURS', 'labels': ['CONFINEMENT_DURATION']}]"
390,CONFINEMENT - 6 MOS,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT - 6 MOS', 'labels': ['CONFINEMENT']}, {'start': 14, 'end': 19, 'text': 'CONFINEMENT - 6 MOS', 'labels': ['CONFINEMENT_DURATION']}]"
402,CONFINEMENT OR FINE - 2 DAYS / $25 AND COST,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT OR FINE - 2 DAYS / $25 AND COST', 'labels': ['CONFINEMENT']}, {'start': 22, 'end': 28, 'text': 'CONFINEMENT OR FINE - 2 DAYS / $25 AND COST', 'labels': ['CONFINEMENT_DURATION']}]"
367,CONFINEMENT - 12 YEARS TDOC,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT - 12 YEARS TDOC', 'labels': ['CONFINEMENT']}, {'start': 14, 'end': 22, 'text': 'CONFINEMENT - 12 YEARS TDOC', 'labels': ['CONFINEMENT_DURATION']}]"
297,11 / 29 AT 75 % TO SERVE 48 HOURS,TN,"[{'start': 0, 'end': 15, 'text': '11 / 29 AT 75 % TO SERVE 48 HOURS', 'labels': ['CONFINEMENT_DURATION']}, {'start': 25, 'end': 33, 'text': '11 / 29 AT 75 % TO SERVE 48 HOURS', 'labels': ['CONFINEMENT_DURATION']}, {'start': 16, 'end': 24, 'text': '11 / 29 AT 75 % TO SERVE 48 HOURS', 'labels': ['CONFINEMENT']}]"
409,CONFINEMENT - 11 / 29 / CAPP - 5 YRS,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT - 11 / 29 / CAPP - 5 YRS', 'labels': ['CONFINEMENT']}, {'start': 14, 'end': 21, 'text': 'CONFINEMENT - 11 / 29 / CAPP - 5 YRS', 'labels': ['CONFINEMENT_DURATION']}]"
346,CONFINEMENT - 2DAYS / FINE $250 / COURT COSTS,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT - 2DAYS / FINE $250 / COURT COSTS', 'labels': ['CONFINEMENT']}, {'start': 14, 'end': 19, 'text': 'CONFINEMENT - 2DAYS / FINE $250 / COURT COSTS', 'labels': ['CONFINEMENT_DURATION']}]"
412,CONFINEMENT - 4 YEARS,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT - 4 YEARS', 'labels': ['CONFINEMENT']}, {'start': 14, 'end': 21, 'text': 'CONFINEMENT - 4 YEARS', 'labels': ['CONFINEMENT_DURATION']}]"
319,CONFINEMENT OR FINE - 150 DAYS,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT OR FINE - 150 DAYS', 'labels': ['CONFINEMENT']}, {'start': 22, 'end': 30, 'text': 'CONFINEMENT OR FINE - 150 DAYS', 'labels': ['CONFINEMENT_DURATION']}]"
403,CONFINEMENT OR FINE - 6 MONTHS WORKHOUSE,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT OR FINE - 6 MONTHS WORKHOUSE', 'labels': ['CONFINEMENT']}, {'start': 22, 'end': 30, 'text': 'CONFINEMENT OR FINE - 6 MONTHS WORKHOUSE', 'labels': ['CONFINEMENT_DURATION']}]"
323,CONFINEMENT - 6 MONTHS / $50,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT - 6 MONTHS / $50', 'labels': ['CONFINEMENT']}, {'start': 14, 'end': 22, 'text': 'CONFINEMENT - 6 MONTHS / $50', 'labels': ['CONFINEMENT_DURATION']}]"
333,CONFINEMENT - 11 YEARS EACH COUNT CONCURRENT,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT - 11 YEARS EACH COUNT CONCURRENT', 'labels': ['CONFINEMENT']}, {'start': 14, 'end': 22, 'text': 'CONFINEMENT - 11 YEARS EACH COUNT CONCURRENT', 'labels': ['CONFINEMENT_DURATION']}]"
282,CONFINEMENT - 1 YR 6 MOS / PROBATION / CC,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT - 1 YR 6 MOS / PROBATION / CC', 'labels': ['CONFINEMENT']}, {'start': 14, 'end': 24, 'text': 'CONFINEMENT - 1 YR 6 MOS / PROBATION / CC', 'labels': ['CONFINEMENT_DURATION']}, {'start': 27, 'end': 36, 'text': 'CONFINEMENT - 1 YR 6 MOS / PROBATION / CC', 'labels': ['PROBATION']}]"
358,GUILTY - AGGRAV BURGLARY - 3 YRS @ 30 %,TN,"[{'start': 27, 'end': 39, 'text': 'GUILTY - AGGRAV BURGLARY - 3 YRS @ 30 %', 'labels': ['CONFINEMENT_DURATION']}]"
377,GUILTY PLEA - 3 YEARS AT 30 % CONCURRENT,TN,"[{'start': 14, 'end': 30, 'text': 'GUILTY PLEA - 3 YEARS AT 30 % CONCURRENT', 'labels': ['CONFINEMENT_DURATION']}]"
274,GUILTY PLEA - 16 HOURS COMMUNITY SERVICE,TN,[]
397,CONFINEMENT - 4 YEARS,TN,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT - 4 YEARS', 'labels': ['CONFINEMENT']}, {'start': 14, 'end': 21, 'text': 'CONFINEMENT - 4 YEARS', 'labels': ['CONFINEMENT_DURATION']}]"
29,CONFINEMENT OR FINE-THREE (3) YEARS,Tennessee Data Workbook (tn-data-coding),[]
74,SENT SUSP-6MOS @75% TO TIME SERVED/$100/CC,Tennessee Data Workbook (tn-data-coding),[]
45,CON/FI-$250-C-11/29 SUS EX 48HR/DL SUS/1YR DUI SCL,Tennessee Data Workbook (tn-data-coding),[]
55,CONFNMT-3YR @ 30% SUSP AFTER 30DAYS/IN-PATIENT CTR,Tennessee Data Workbook (tn-data-coding),[]
33,CON-1 YR TSP-FINED-750 & COST-30 DA FARM 11 MO SUP,Tennessee Data Workbook (tn-data-coding),[]
